Training model 1/3
Epoch:8/80 Batch:6/106 Train Loss:1.6897
Epoch:8/80 Batch:7/106 Train Loss:1.4881
Epoch:8/80 Batch:8/106 Train Loss:1.4513
Epoch:8/80 Batch:9/106 Train Loss:1.4507
Epoch:8/80 Batch:10/106 Train Loss:1.3544
Epoch:8/80 Batch:11/106 Train Loss:1.2833
Epoch:8/80 Batch:12/106 Train Loss:1.4636
Epoch:8/80 Batch:13/106 Train Loss:1.5324
Epoch:8/80 Batch:14/106 Train Loss:1.6022
Epoch:8/80 Batch:15/106 Train Loss:1.1756
Epoch:8/80 Batch:16/106 Train Loss:1.3404
Epoch:8/80 Batch:17/106 Train Loss:1.3188
Epoch:8/80 Batch:18/106 Train Loss:1.3557
Epoch:8/80 Batch:19/106 Train Loss:1.4919
Epoch:8/80 Batch:20/106 Train Loss:1.6195
Epoch:8/80 Batch:21/106 Train Loss:1.5973
Epoch:8/80 Batch:22/106 Train Loss:1.4108
Epoch:8/80 Batch:23/106 Train Loss:1.4285
Epoch:8/80 Batch:24/106 Train Loss:1.4901
Epoch:8/80 Batch:25/106 Train Loss:1.6844
Epoch:8/80 Batch:26/106 Train Loss:1.4237
Epoch:8/80 Batch:27/106 Train Loss:1.4733
Epoch:8/80 Batch:28/106 Train Loss:1.3936
Epoch:8/80 Batch:29/106 Train Loss:1.4273
Epoch:8/80 Batch:30/106 Train Loss:1.4611
Epoch:8/80 Batch:31/106 Train Loss:1.5638
Epoch:8/80 Batch:32/106 Train Loss:1.5104
Epoch:8/80 Batch:33/106 Train Loss:1.4402
Epoch:8/80 Batch:34/106 Train Loss:1.4349
Epoch:8/80 Batch:35/106 Train Loss:1.3987
Epoch:8/80 Batch:36/106 Train Loss:1.6574
Epoch:8/80 Batch:37/106 Train Loss:1.5433
Epoch:8/80 Batch:38/106 Train Loss:1.5165
Epoch:8/80 Batch:39/106 Train Loss:1.7053
Epoch:8/80 Batch:40/106 Train Loss:1.5118
Epoch:8/80 Batch:41/106 Train Loss:1.2673
Epoch:8/80 Batch:42/106 Train Loss:1.5131
Epoch:8/80 Batch:43/106 Train Loss:1.4887
Epoch:8/80 Batch:44/106 Train Loss:1.3301
Epoch:8/80 Batch:45/106 Train Loss:1.2500
Epoch:8/80 Batch:46/106 Train Loss:1.6309
Epoch:8/80 Batch:47/106 Train Loss:1.4892
Epoch:8/80 Batch:48/106 Train Loss:1.5277
Epoch:8/80 Batch:49/106 Train Loss:1.4981
Epoch:8/80 Batch:50/106 Train Loss:1.5083
Epoch:8/80 Batch:51/106 Train Loss:1.4656
Epoch:8/80 Batch:52/106 Train Loss:1.4621
Epoch:8/80 Batch:53/106 Train Loss:1.5061
Epoch:8/80 Batch:54/106 Train Loss:1.6452
Epoch:8/80 Batch:55/106 Train Loss:1.4776
Epoch:8/80 Batch:56/106 Train Loss:1.4341
Epoch:8/80 Batch:57/106 Train Loss:1.6230
Epoch:8/80 Batch:58/106 Train Loss:1.3889
Epoch:8/80 Batch:59/106 Train Loss:1.4814
Epoch:8/80 Batch:60/106 Train Loss:1.5456
Epoch:8/80 Batch:61/106 Train Loss:1.3642
Epoch:8/80 Batch:62/106 Train Loss:1.4659
Epoch:8/80 Batch:63/106 Train Loss:1.5532
Epoch:8/80 Batch:64/106 Train Loss:1.4583
Epoch:8/80 Batch:65/106 Train Loss:1.4080
Epoch:8/80 Batch:66/106 Train Loss:1.6043
Epoch:8/80 Batch:67/106 Train Loss:1.6079
Epoch:8/80 Batch:68/106 Train Loss:1.4853
Epoch:8/80 Batch:69/106 Train Loss:1.4406
Epoch:8/80 Batch:70/106 Train Loss:1.7306
Epoch:8/80 Batch:71/106 Train Loss:1.5261
Epoch:8/80 Batch:72/106 Train Loss:1.6526
Epoch:8/80 Batch:73/106 Train Loss:1.3808
Epoch:8/80 Batch:74/106 Train Loss:1.5384
Epoch:8/80 Batch:75/106 Train Loss:1.4618
Epoch:8/80 Batch:76/106 Train Loss:1.4476
Epoch:8/80 Batch:77/106 Train Loss:1.2528
Epoch:8/80 Batch:78/106 Train Loss:1.3847
Epoch:8/80 Batch:79/106 Train Loss:1.5581
Epoch:8/80 Batch:80/106 Train Loss:1.6791
Epoch:8/80 Batch:81/106 Train Loss:1.3972
Epoch:8/80 Batch:82/106 Train Loss:1.3201
Epoch:8/80 Batch:83/106 Train Loss:1.5506
Epoch:8/80 Batch:84/106 Train Loss:1.4295
Epoch:8/80 Batch:85/106 Train Loss:1.3852
Epoch:8/80 Batch:86/106 Train Loss:1.5156
Epoch:8/80 Batch:87/106 Train Loss:1.4600
Epoch:8/80 Batch:88/106 Train Loss:1.6781
Epoch:8/80 Batch:89/106 Train Loss:1.5230
Epoch:8/80 Batch:90/106 Train Loss:1.5087
Epoch:8/80 Batch:91/106 Train Loss:1.4928
Epoch:8/80 Batch:92/106 Train Loss:1.2057
Epoch:8/80 Batch:93/106 Train Loss:1.3476
Epoch:8/80 Batch:94/106 Train Loss:1.5358
Epoch:8/80 Batch:95/106 Train Loss:1.3050
Epoch:8/80 Batch:96/106 Train Loss:1.2780
Epoch:8/80 Batch:97/106 Train Loss:1.3832
Epoch:8/80 Batch:98/106 Train Loss:1.2991
Epoch:8/80 Batch:99/106 Train Loss:1.6102
Epoch:8/80 Batch:100/106 Train Loss:1.5596
Epoch:8/80 Batch:101/106 Train Loss:1.2338
Epoch:8/80 Batch:102/106 Train Loss:1.3270
Epoch:8/80 Batch:103/106 Train Loss:1.1643
Epoch:8/80 Batch:104/106 Train Loss:1.4220
Epoch:8/80 Batch:105/106 Train Loss:1.4651
Epoch:8/80 Batch:106/106 Train Loss:1.9400
Epoch:9/80 Batch:1/106 Train Loss:1.3675
Epoch:9/80 Batch:2/106 Train Loss:1.2359
Epoch:9/80 Batch:3/106 Train Loss:1.2901
Epoch:9/80 Batch:4/106 Train Loss:1.4624
Epoch:9/80 Batch:5/106 Train Loss:1.4102
Epoch:9/80 Batch:6/106 Train Loss:1.3462
Epoch:9/80 Batch:7/106 Train Loss:1.3989
Epoch:9/80 Batch:8/106 Train Loss:1.6549
Epoch:9/80 Batch:9/106 Train Loss:1.4335
Epoch:9/80 Batch:10/106 Train Loss:1.5281
Epoch:9/80 Batch:11/106 Train Loss:1.2869
Epoch:9/80 Batch:12/106 Train Loss:1.4997
Epoch:9/80 Batch:13/106 Train Loss:1.5243
Epoch:9/80 Batch:14/106 Train Loss:1.3970
Epoch:9/80 Batch:15/106 Train Loss:1.4705
Epoch:9/80 Batch:16/106 Train Loss:1.3166
Epoch:9/80 Batch:17/106 Train Loss:1.3632
Epoch:9/80 Batch:18/106 Train Loss:1.5080
Epoch:9/80 Batch:19/106 Train Loss:1.3388
Epoch:9/80 Batch:20/106 Train Loss:1.3253
Epoch:9/80 Batch:21/106 Train Loss:1.5039
Epoch:9/80 Batch:22/106 Train Loss:1.5377
Epoch:9/80 Batch:23/106 Train Loss:1.3881
Epoch:9/80 Batch:24/106 Train Loss:1.4726
Epoch:9/80 Batch:25/106 Train Loss:1.4566
Epoch:9/80 Batch:26/106 Train Loss:1.4126
Epoch:9/80 Batch:27/106 Train Loss:1.6655
Epoch:9/80 Batch:28/106 Train Loss:1.3005
Epoch:9/80 Batch:29/106 Train Loss:1.2633
Epoch:9/80 Batch:30/106 Train Loss:1.5010
Epoch:9/80 Batch:31/106 Train Loss:1.4354
Epoch:9/80 Batch:32/106 Train Loss:1.3540
Epoch:9/80 Batch:33/106 Train Loss:1.3093
Epoch:9/80 Batch:34/106 Train Loss:1.3736
Epoch:9/80 Batch:35/106 Train Loss:1.3966
Epoch:9/80 Batch:36/106 Train Loss:1.6886
Epoch:9/80 Batch:37/106 Train Loss:1.9296
Epoch:9/80 Batch:38/106 Train Loss:1.6480
Epoch:9/80 Batch:39/106 Train Loss:1.4443
Epoch:9/80 Batch:40/106 Train Loss:1.6257
Epoch:9/80 Batch:41/106 Train Loss:1.4006
Epoch:9/80 Batch:42/106 Train Loss:1.4420
Epoch:9/80 Batch:43/106 Train Loss:1.3914
Epoch:9/80 Batch:44/106 Train Loss:1.3318
Epoch:9/80 Batch:45/106 Train Loss:1.5405
Epoch:9/80 Batch:46/106 Train Loss:1.1889
Epoch:9/80 Batch:47/106 Train Loss:1.5415
Epoch:9/80 Batch:48/106 Train Loss:1.2849
Epoch:9/80 Batch:49/106 Train Loss:1.2477
Epoch:9/80 Batch:50/106 Train Loss:1.5334
Epoch:9/80 Batch:51/106 Train Loss:1.4802
Epoch:9/80 Batch:52/106 Train Loss:1.4796
Epoch:9/80 Batch:53/106 Train Loss:1.6876
Epoch:9/80 Batch:54/106 Train Loss:1.3281
Epoch:9/80 Batch:55/106 Train Loss:1.6153
Epoch:9/80 Batch:56/106 Train Loss:1.4340
Epoch:9/80 Batch:57/106 Train Loss:1.4111
Epoch:9/80 Batch:58/106 Train Loss:1.5079
Epoch:9/80 Batch:59/106 Train Loss:1.5344
Epoch:9/80 Batch:60/106 Train Loss:1.5601
Epoch:9/80 Batch:61/106 Train Loss:1.3440
Epoch:9/80 Batch:62/106 Train Loss:1.6185
Epoch:9/80 Batch:63/106 Train Loss:1.4002
Epoch:9/80 Batch:64/106 Train Loss:1.3579
Epoch:9/80 Batch:65/106 Train Loss:1.5122
Epoch:9/80 Batch:66/106 Train Loss:1.6671
Epoch:9/80 Batch:67/106 Train Loss:1.4302
Epoch:9/80 Batch:68/106 Train Loss:1.5159
Epoch:9/80 Batch:69/106 Train Loss:1.3913
Epoch:9/80 Batch:70/106 Train Loss:1.7405
Epoch:9/80 Batch:71/106 Train Loss:1.3595
Epoch:9/80 Batch:72/106 Train Loss:1.2862
Epoch:9/80 Batch:73/106 Train Loss:1.6005
Epoch:9/80 Batch:74/106 Train Loss:1.5990
Epoch:9/80 Batch:75/106 Train Loss:1.6101
Epoch:9/80 Batch:76/106 Train Loss:1.2881
Epoch:9/80 Batch:77/106 Train Loss:1.4804
Epoch:9/80 Batch:78/106 Train Loss:1.5135
Epoch:9/80 Batch:79/106 Train Loss:1.4063
Epoch:9/80 Batch:80/106 Train Loss:1.5422
Epoch:9/80 Batch:81/106 Train Loss:1.3505
Epoch:9/80 Batch:82/106 Train Loss:1.5735
Epoch:9/80 Batch:83/106 Train Loss:1.6196
Epoch:9/80 Batch:84/106 Train Loss:1.3880
Epoch:9/80 Batch:85/106 Train Loss:1.4012
Epoch:9/80 Batch:86/106 Train Loss:1.4019
Epoch:9/80 Batch:87/106 Train Loss:1.2131
Epoch:9/80 Batch:88/106 Train Loss:1.5014
Epoch:9/80 Batch:89/106 Train Loss:1.4791
Epoch:9/80 Batch:90/106 Train Loss:1.4413
Epoch:9/80 Batch:91/106 Train Loss:1.4504
Epoch:9/80 Batch:92/106 Train Loss:1.2279
Epoch:9/80 Batch:93/106 Train Loss:1.5145
Epoch:9/80 Batch:94/106 Train Loss:1.6261
Epoch:9/80 Batch:95/106 Train Loss:1.2770
Epoch:9/80 Batch:96/106 Train Loss:1.3959
Epoch:9/80 Batch:97/106 Train Loss:1.4248
Epoch:9/80 Batch:98/106 Train Loss:1.3807
Epoch:9/80 Batch:99/106 Train Loss:1.5369
Epoch:9/80 Batch:100/106 Train Loss:1.5519
Epoch:9/80 Batch:101/106 Train Loss:1.3308
Epoch:9/80 Batch:102/106 Train Loss:1.4843
Epoch:9/80 Batch:103/106 Train Loss:1.1558
Epoch:9/80 Batch:104/106 Train Loss:1.2830
Epoch:9/80 Batch:105/106 Train Loss:1.3683
Epoch:9/80 Batch:106/106 Train Loss:1.6991
Epoch:10/80 Batch:1/106 Train Loss:1.4372
Epoch:10/80 Batch:2/106 Train Loss:1.6071
Epoch:10/80 Batch:3/106 Train Loss:1.3629
Epoch:10/80 Batch:4/106 Train Loss:1.4913
Epoch:10/80 Batch:5/106 Train Loss:1.4909
Epoch:10/80 Batch:6/106 Train Loss:1.3441
Epoch:10/80 Batch:7/106 Train Loss:1.6420
Epoch:10/80 Batch:8/106 Train Loss:1.2754
Epoch:10/80 Batch:9/106 Train Loss:1.4420
Epoch:10/80 Batch:10/106 Train Loss:1.2389
Epoch:10/80 Batch:11/106 Train Loss:1.4168
Epoch:10/80 Batch:12/106 Train Loss:1.3161
Epoch:10/80 Batch:13/106 Train Loss:1.4582
Epoch:10/80 Batch:14/106 Train Loss:1.2462
Epoch:10/80 Batch:15/106 Train Loss:1.2832
Epoch:10/80 Batch:16/106 Train Loss:1.4168
Epoch:10/80 Batch:17/106 Train Loss:1.4157
Epoch:10/80 Batch:18/106 Train Loss:1.3082
Epoch:10/80 Batch:19/106 Train Loss:1.4619
Epoch:10/80 Batch:20/106 Train Loss:1.3191
Epoch:10/80 Batch:21/106 Train Loss:1.3035
Epoch:10/80 Batch:22/106 Train Loss:1.3739
Epoch:10/80 Batch:23/106 Train Loss:1.2878
Epoch:10/80 Batch:24/106 Train Loss:1.2571
Epoch:10/80 Batch:25/106 Train Loss:1.3916
Epoch:10/80 Batch:26/106 Train Loss:1.3581
Epoch:10/80 Batch:27/106 Train Loss:1.3053
Epoch:10/80 Batch:28/106 Train Loss:1.5241
Epoch:10/80 Batch:29/106 Train Loss:0.9866
Epoch:10/80 Batch:30/106 Train Loss:1.4378
Epoch:10/80 Batch:31/106 Train Loss:1.5670
Epoch:10/80 Batch:32/106 Train Loss:1.5930
Epoch:10/80 Batch:33/106 Train Loss:1.5046
Epoch:10/80 Batch:34/106 Train Loss:1.4678
Epoch:10/80 Batch:35/106 Train Loss:1.4637
Epoch:10/80 Batch:36/106 Train Loss:1.4228
Epoch:10/80 Batch:37/106 Train Loss:1.6493
Epoch:10/80 Batch:38/106 Train Loss:1.3200
Epoch:10/80 Batch:39/106 Train Loss:1.4007
Epoch:10/80 Batch:40/106 Train Loss:1.3750
Epoch:10/80 Batch:41/106 Train Loss:1.4412
Epoch:10/80 Batch:42/106 Train Loss:1.5315
Epoch:10/80 Batch:43/106 Train Loss:1.5552
Epoch:10/80 Batch:44/106 Train Loss:1.2905
Epoch:10/80 Batch:45/106 Train Loss:1.4749
Epoch:10/80 Batch:46/106 Train Loss:1.4460
Epoch:10/80 Batch:47/106 Train Loss:1.5601
Epoch:10/80 Batch:48/106 Train Loss:1.4646
Epoch:10/80 Batch:49/106 Train Loss:1.1334
Epoch:10/80 Batch:50/106 Train Loss:1.7045
Epoch:10/80 Batch:51/106 Train Loss:1.5435
Epoch:10/80 Batch:52/106 Train Loss:1.4203
Epoch:10/80 Batch:53/106 Train Loss:1.5332
Epoch:10/80 Batch:54/106 Train Loss:1.4229
Epoch:10/80 Batch:55/106 Train Loss:1.3230
Epoch:10/80 Batch:56/106 Train Loss:1.7197
Epoch:10/80 Batch:57/106 Train Loss:1.3691
Epoch:10/80 Batch:58/106 Train Loss:1.3859
Epoch:10/80 Batch:59/106 Train Loss:1.4683
Epoch:10/80 Batch:60/106 Train Loss:1.5761
Epoch:10/80 Batch:61/106 Train Loss:1.6633
Epoch:10/80 Batch:62/106 Train Loss:1.3090
Epoch:10/80 Batch:63/106 Train Loss:1.2850
Epoch:10/80 Batch:64/106 Train Loss:1.1755
Epoch:10/80 Batch:65/106 Train Loss:1.2617
Epoch:10/80 Batch:66/106 Train Loss:1.4209
Epoch:10/80 Batch:67/106 Train Loss:1.1855
Epoch:10/80 Batch:68/106 Train Loss:1.6212
Epoch:10/80 Batch:69/106 Train Loss:1.5260
Epoch:10/80 Batch:70/106 Train Loss:1.4938
Epoch:10/80 Batch:71/106 Train Loss:1.2068
Epoch:10/80 Batch:72/106 Train Loss:1.5001
Epoch:10/80 Batch:73/106 Train Loss:1.6669
Epoch:10/80 Batch:74/106 Train Loss:1.2772
Epoch:10/80 Batch:75/106 Train Loss:1.3842
Epoch:10/80 Batch:76/106 Train Loss:1.2848
Epoch:10/80 Batch:77/106 Train Loss:1.2858
Epoch:10/80 Batch:78/106 Train Loss:1.2236
Epoch:10/80 Batch:79/106 Train Loss:1.3322
Epoch:10/80 Batch:80/106 Train Loss:1.5125
Epoch:10/80 Batch:81/106 Train Loss:1.3467
Epoch:10/80 Batch:82/106 Train Loss:1.1500
Epoch:10/80 Batch:83/106 Train Loss:1.4852
Epoch:10/80 Batch:84/106 Train Loss:1.4222
Epoch:10/80 Batch:85/106 Train Loss:1.6129
Epoch:10/80 Batch:86/106 Train Loss:1.2722
Epoch:10/80 Batch:87/106 Train Loss:1.4271
Epoch:10/80 Batch:88/106 Train Loss:1.1989
Epoch:10/80 Batch:89/106 Train Loss:1.3814
Epoch:10/80 Batch:90/106 Train Loss:1.5457
Epoch:10/80 Batch:91/106 Train Loss:1.2275
Epoch:10/80 Batch:92/106 Train Loss:1.3070
Epoch:10/80 Batch:93/106 Train Loss:1.1002
Epoch:10/80 Batch:94/106 Train Loss:1.2776
Epoch:10/80 Batch:95/106 Train Loss:1.3922
Epoch:10/80 Batch:96/106 Train Loss:1.5302
Epoch:10/80 Batch:97/106 Train Loss:1.6012
Epoch:10/80 Batch:98/106 Train Loss:1.3506
Epoch:10/80 Batch:99/106 Train Loss:1.4854
Epoch:10/80 Batch:100/106 Train Loss:1.3571
Epoch:10/80 Batch:101/106 Train Loss:1.3751
Epoch:10/80 Batch:102/106 Train Loss:1.4436
Epoch:10/80 Batch:103/106 Train Loss:1.4910
Epoch:10/80 Batch:104/106 Train Loss:1.3491
Epoch:10/80 Batch:105/106 Train Loss:1.2835
Epoch:10/80 Batch:106/106 Train Loss:2.2595
Epoch:11/80 Batch:1/106 Train Loss:1.4064
Epoch:11/80 Batch:2/106 Train Loss:1.2450
Epoch:11/80 Batch:3/106 Train Loss:1.4493
Epoch:11/80 Batch:4/106 Train Loss:1.3006
Epoch:11/80 Batch:5/106 Train Loss:1.3314
Epoch:11/80 Batch:6/106 Train Loss:1.3236
Epoch:11/80 Batch:7/106 Train Loss:1.2489
Epoch:11/80 Batch:8/106 Train Loss:1.3857
Epoch:11/80 Batch:9/106 Train Loss:1.4940
Epoch:11/80 Batch:10/106 Train Loss:1.3831
Epoch:11/80 Batch:11/106 Train Loss:1.3860
Epoch:11/80 Batch:12/106 Train Loss:1.1791
Epoch:11/80 Batch:13/106 Train Loss:1.3441
Epoch:11/80 Batch:14/106 Train Loss:1.3045
Epoch:11/80 Batch:15/106 Train Loss:1.2948
Epoch:11/80 Batch:16/106 Train Loss:1.3976
Epoch:11/80 Batch:17/106 Train Loss:1.5590
Epoch:11/80 Batch:18/106 Train Loss:1.0998
Epoch:11/80 Batch:19/106 Train Loss:1.0293
Epoch:11/80 Batch:20/106 Train Loss:1.2123
Epoch:11/80 Batch:21/106 Train Loss:1.4226
Epoch:11/80 Batch:22/106 Train Loss:1.5061
Epoch:11/80 Batch:23/106 Train Loss:1.6902
Epoch:11/80 Batch:24/106 Train Loss:1.4511
Epoch:11/80 Batch:25/106 Train Loss:1.3870
Epoch:11/80 Batch:26/106 Train Loss:1.4595
Epoch:11/80 Batch:27/106 Train Loss:1.2264
Epoch:11/80 Batch:28/106 Train Loss:1.3478
Epoch:11/80 Batch:29/106 Train Loss:1.3156
Epoch:11/80 Batch:30/106 Train Loss:1.1610
Epoch:11/80 Batch:31/106 Train Loss:1.2398
Epoch:11/80 Batch:32/106 Train Loss:1.3382
Epoch:11/80 Batch:33/106 Train Loss:1.5413
Epoch:11/80 Batch:34/106 Train Loss:1.3727
Epoch:11/80 Batch:35/106 Train Loss:1.3077
Epoch:11/80 Batch:36/106 Train Loss:1.5839
Epoch:11/80 Batch:37/106 Train Loss:1.8715
Epoch:11/80 Batch:38/106 Train Loss:1.4997
Epoch:11/80 Batch:39/106 Train Loss:1.5498
Epoch:11/80 Batch:40/106 Train Loss:1.3902
Epoch:11/80 Batch:41/106 Train Loss:1.2679
Epoch:11/80 Batch:42/106 Train Loss:1.4312
Epoch:11/80 Batch:43/106 Train Loss:1.6832
Epoch:11/80 Batch:44/106 Train Loss:1.3342
Epoch:11/80 Batch:45/106 Train Loss:1.3822
Epoch:11/80 Batch:46/106 Train Loss:1.2699
Epoch:11/80 Batch:47/106 Train Loss:1.1715
Epoch:11/80 Batch:48/106 Train Loss:1.3399
Epoch:11/80 Batch:49/106 Train Loss:1.3008
Epoch:11/80 Batch:50/106 Train Loss:1.3407
Epoch:11/80 Batch:51/106 Train Loss:1.4800
Epoch:11/80 Batch:52/106 Train Loss:1.3173
Epoch:11/80 Batch:53/106 Train Loss:1.5351
Epoch:11/80 Batch:54/106 Train Loss:1.3207
Epoch:11/80 Batch:55/106 Train Loss:1.3352
Epoch:11/80 Batch:56/106 Train Loss:1.3266
Epoch:11/80 Batch:57/106 Train Loss:1.3414
Epoch:11/80 Batch:58/106 Train Loss:1.3945
Epoch:11/80 Batch:59/106 Train Loss:1.3326
Epoch:11/80 Batch:60/106 Train Loss:1.3300
Epoch:11/80 Batch:61/106 Train Loss:1.3692
Epoch:11/80 Batch:62/106 Train Loss:1.4916
Epoch:11/80 Batch:63/106 Train Loss:1.1892
Epoch:11/80 Batch:64/106 Train Loss:1.0309
Epoch:11/80 Batch:65/106 Train Loss:1.2843
Epoch:11/80 Batch:66/106 Train Loss:1.7037
Epoch:11/80 Batch:67/106 Train Loss:1.4924
Epoch:11/80 Batch:68/106 Train Loss:1.3888
Epoch:11/80 Batch:69/106 Train Loss:1.3521
Epoch:11/80 Batch:70/106 Train Loss:1.2583
Epoch:11/80 Batch:71/106 Train Loss:1.0613
Epoch:11/80 Batch:72/106 Train Loss:1.3729
Epoch:11/80 Batch:73/106 Train Loss:1.2607
Epoch:11/80 Batch:74/106 Train Loss:1.3030
Epoch:11/80 Batch:75/106 Train Loss:1.4107
Epoch:11/80 Batch:76/106 Train Loss:1.4709
Epoch:11/80 Batch:77/106 Train Loss:1.3954
Epoch:11/80 Batch:78/106 Train Loss:1.3535
Epoch:11/80 Batch:79/106 Train Loss:1.6679
Epoch:11/80 Batch:80/106 Train Loss:1.4057
Epoch:11/80 Batch:81/106 Train Loss:1.3765
Epoch:11/80 Batch:82/106 Train Loss:1.4767
Epoch:11/80 Batch:83/106 Train Loss:1.3347
Epoch:11/80 Batch:84/106 Train Loss:1.4374
Epoch:11/80 Batch:85/106 Train Loss:1.1438
Epoch:11/80 Batch:86/106 Train Loss:1.4497
Epoch:11/80 Batch:87/106 Train Loss:1.2239
Epoch:11/80 Batch:88/106 Train Loss:1.3867
Epoch:11/80 Batch:89/106 Train Loss:1.4132
Epoch:11/80 Batch:90/106 Train Loss:1.1938
Epoch:11/80 Batch:91/106 Train Loss:1.3837
Epoch:11/80 Batch:92/106 Train Loss:1.2804
Epoch:11/80 Batch:93/106 Train Loss:1.3197
Epoch:11/80 Batch:94/106 Train Loss:1.2631
Epoch:11/80 Batch:95/106 Train Loss:1.3565
Epoch:11/80 Batch:96/106 Train Loss:1.3115
Epoch:11/80 Batch:97/106 Train Loss:1.3174
Epoch:11/80 Batch:98/106 Train Loss:1.5253
Epoch:11/80 Batch:99/106 Train Loss:1.4373
Epoch:11/80 Batch:100/106 Train Loss:1.3300
Epoch:11/80 Batch:101/106 Train Loss:1.2562
Epoch:11/80 Batch:102/106 Train Loss:1.6789
Epoch:11/80 Batch:103/106 Train Loss:1.7160
Epoch:11/80 Batch:104/106 Train Loss:1.3287
Epoch:11/80 Batch:105/106 Train Loss:1.2164
Epoch:11/80 Batch:106/106 Train Loss:1.8994
Epoch:12/80 Batch:1/106 Train Loss:1.2797
Epoch:12/80 Batch:2/106 Train Loss:1.3560
Epoch:12/80 Batch:3/106 Train Loss:1.1716
Epoch:12/80 Batch:4/106 Train Loss:1.3003
Epoch:12/80 Batch:5/106 Train Loss:1.4199
Epoch:12/80 Batch:6/106 Train Loss:1.4173
Epoch:12/80 Batch:7/106 Train Loss:1.4318
Epoch:12/80 Batch:8/106 Train Loss:1.2478
Epoch:12/80 Batch:9/106 Train Loss:1.2005
Epoch:12/80 Batch:10/106 Train Loss:1.3840
Epoch:12/80 Batch:11/106 Train Loss:1.3367
Epoch:12/80 Batch:12/106 Train Loss:1.1297
Epoch:12/80 Batch:13/106 Train Loss:1.0290
Epoch:12/80 Batch:14/106 Train Loss:1.4391
Epoch:12/80 Batch:15/106 Train Loss:1.2634
Epoch:12/80 Batch:16/106 Train Loss:1.5531
Epoch:12/80 Batch:17/106 Train Loss:1.4223
Epoch:12/80 Batch:18/106 Train Loss:1.3540
Epoch:12/80 Batch:19/106 Train Loss:1.5121
Epoch:12/80 Batch:20/106 Train Loss:1.4902
Epoch:12/80 Batch:21/106 Train Loss:1.3071
Epoch:12/80 Batch:22/106 Train Loss:1.3469
Epoch:12/80 Batch:23/106 Train Loss:1.3468
Epoch:12/80 Batch:24/106 Train Loss:1.4705
Epoch:12/80 Batch:25/106 Train Loss:1.1306
Epoch:12/80 Batch:26/106 Train Loss:1.2734
Epoch:12/80 Batch:27/106 Train Loss:1.4005
Epoch:12/80 Batch:28/106 Train Loss:1.3577
Epoch:12/80 Batch:29/106 Train Loss:1.2265
Epoch:12/80 Batch:30/106 Train Loss:1.3252
Epoch:12/80 Batch:31/106 Train Loss:1.2106
Epoch:12/80 Batch:32/106 Train Loss:1.2299
Epoch:12/80 Batch:33/106 Train Loss:1.2037
Epoch:12/80 Batch:34/106 Train Loss:1.2212
Epoch:12/80 Batch:35/106 Train Loss:1.4741
Epoch:12/80 Batch:36/106 Train Loss:1.3330
Epoch:12/80 Batch:37/106 Train Loss:1.3584
Epoch:12/80 Batch:38/106 Train Loss:1.3290
Epoch:12/80 Batch:39/106 Train Loss:1.4146
Epoch:12/80 Batch:40/106 Train Loss:1.3959
Epoch:12/80 Batch:41/106 Train Loss:1.4337
Epoch:12/80 Batch:42/106 Train Loss:1.4117
Epoch:12/80 Batch:43/106 Train Loss:1.6093
Epoch:12/80 Batch:44/106 Train Loss:1.1277
Epoch:12/80 Batch:45/106 Train Loss:1.5880
Epoch:12/80 Batch:46/106 Train Loss:1.2317
Epoch:12/80 Batch:47/106 Train Loss:1.3539
Epoch:12/80 Batch:48/106 Train Loss:1.2306
Epoch:12/80 Batch:49/106 Train Loss:1.1675
Epoch:12/80 Batch:50/106 Train Loss:1.1962
Epoch:12/80 Batch:51/106 Train Loss:1.1892
Epoch:12/80 Batch:52/106 Train Loss:1.6363
Epoch:12/80 Batch:53/106 Train Loss:1.1496
Epoch:12/80 Batch:54/106 Train Loss:1.2619
Epoch:12/80 Batch:55/106 Train Loss:1.3639
Epoch:12/80 Batch:56/106 Train Loss:1.3151
Epoch:12/80 Batch:57/106 Train Loss:1.4489
Epoch:12/80 Batch:58/106 Train Loss:1.2155
Epoch:12/80 Batch:59/106 Train Loss:1.2064
Epoch:12/80 Batch:60/106 Train Loss:1.4067
Epoch:12/80 Batch:61/106 Train Loss:1.1873
Epoch:12/80 Batch:62/106 Train Loss:1.3354
Epoch:12/80 Batch:63/106 Train Loss:1.3183
Epoch:12/80 Batch:64/106 Train Loss:1.4428
Epoch:12/80 Batch:65/106 Train Loss:1.2748
Epoch:12/80 Batch:66/106 Train Loss:0.9741
Epoch:12/80 Batch:67/106 Train Loss:1.1643
Epoch:12/80 Batch:68/106 Train Loss:1.1883
Epoch:12/80 Batch:69/106 Train Loss:1.3233
Epoch:12/80 Batch:70/106 Train Loss:1.0943
Epoch:12/80 Batch:71/106 Train Loss:1.1711
Epoch:12/80 Batch:72/106 Train Loss:1.3793
Epoch:12/80 Batch:73/106 Train Loss:1.4204
Epoch:12/80 Batch:74/106 Train Loss:1.2124
Epoch:12/80 Batch:75/106 Train Loss:1.2991
Epoch:12/80 Batch:76/106 Train Loss:1.2983
Epoch:12/80 Batch:77/106 Train Loss:1.4267
Epoch:12/80 Batch:78/106 Train Loss:1.0961
Epoch:12/80 Batch:79/106 Train Loss:1.1547
Epoch:12/80 Batch:80/106 Train Loss:1.3214
