Training model 1/3
Epoch:66/80 Batch:90/106 Train Loss:0.1288
Epoch:66/80 Batch:91/106 Train Loss:0.2462
Epoch:66/80 Batch:92/106 Train Loss:0.2226
Epoch:66/80 Batch:93/106 Train Loss:0.1429
Epoch:66/80 Batch:94/106 Train Loss:0.1724
Epoch:66/80 Batch:95/106 Train Loss:0.2221
Epoch:66/80 Batch:96/106 Train Loss:0.2974
Epoch:66/80 Batch:97/106 Train Loss:0.1567
Epoch:66/80 Batch:98/106 Train Loss:0.1669
Epoch:66/80 Batch:99/106 Train Loss:0.2408
Epoch:66/80 Batch:100/106 Train Loss:0.1458
Epoch:66/80 Batch:101/106 Train Loss:0.1966
Epoch:66/80 Batch:102/106 Train Loss:0.1239
Epoch:66/80 Batch:103/106 Train Loss:0.2882
Epoch:66/80 Batch:104/106 Train Loss:0.2001
Epoch:66/80 Batch:105/106 Train Loss:0.1772
Epoch:66/80 Batch:106/106 Train Loss:1.4987
Epoch:67/80 Batch:1/106 Train Loss:0.1489
Epoch:67/80 Batch:2/106 Train Loss:0.3967
Epoch:67/80 Batch:3/106 Train Loss:0.1293
Epoch:67/80 Batch:4/106 Train Loss:0.1947
Epoch:67/80 Batch:5/106 Train Loss:0.2194
Epoch:67/80 Batch:6/106 Train Loss:0.1793
Epoch:67/80 Batch:7/106 Train Loss:0.3345
Epoch:67/80 Batch:8/106 Train Loss:0.1972
Epoch:67/80 Batch:9/106 Train Loss:0.3934
Epoch:67/80 Batch:10/106 Train Loss:0.4377
Epoch:67/80 Batch:11/106 Train Loss:0.4401
Epoch:67/80 Batch:12/106 Train Loss:0.2063
Epoch:67/80 Batch:13/106 Train Loss:0.1595
Epoch:67/80 Batch:14/106 Train Loss:0.2109
Epoch:67/80 Batch:15/106 Train Loss:0.2428
Epoch:67/80 Batch:16/106 Train Loss:0.1899
Epoch:67/80 Batch:17/106 Train Loss:0.3093
Epoch:67/80 Batch:18/106 Train Loss:0.1989
Epoch:67/80 Batch:19/106 Train Loss:0.2478
Epoch:67/80 Batch:20/106 Train Loss:0.1861
Epoch:67/80 Batch:21/106 Train Loss:0.2308
Epoch:67/80 Batch:22/106 Train Loss:0.2462
Epoch:67/80 Batch:23/106 Train Loss:0.1675
Epoch:67/80 Batch:24/106 Train Loss:0.1208
Epoch:67/80 Batch:25/106 Train Loss:0.1986
Epoch:67/80 Batch:26/106 Train Loss:0.2577
Epoch:67/80 Batch:27/106 Train Loss:0.2204
Epoch:67/80 Batch:28/106 Train Loss:0.3228
Epoch:67/80 Batch:29/106 Train Loss:0.1450
Epoch:67/80 Batch:30/106 Train Loss:0.2585
Epoch:67/80 Batch:31/106 Train Loss:0.3010
Epoch:67/80 Batch:32/106 Train Loss:0.2301
Epoch:67/80 Batch:33/106 Train Loss:0.2017
Epoch:67/80 Batch:34/106 Train Loss:0.1921
Epoch:67/80 Batch:35/106 Train Loss:0.2059
Epoch:67/80 Batch:36/106 Train Loss:0.3497
Epoch:67/80 Batch:37/106 Train Loss:0.2555
Epoch:67/80 Batch:38/106 Train Loss:0.3604
Epoch:67/80 Batch:39/106 Train Loss:0.2476
Epoch:67/80 Batch:40/106 Train Loss:0.3838
Epoch:67/80 Batch:41/106 Train Loss:0.2858
Epoch:67/80 Batch:42/106 Train Loss:0.2172
Epoch:67/80 Batch:43/106 Train Loss:0.2081
Epoch:67/80 Batch:44/106 Train Loss:0.2137
Epoch:67/80 Batch:45/106 Train Loss:0.2136
Epoch:67/80 Batch:46/106 Train Loss:0.1231
Epoch:67/80 Batch:47/106 Train Loss:0.1278
Epoch:67/80 Batch:48/106 Train Loss:0.2028
Epoch:67/80 Batch:49/106 Train Loss:0.1072
Epoch:67/80 Batch:50/106 Train Loss:0.3375
Epoch:67/80 Batch:51/106 Train Loss:0.2612
Epoch:67/80 Batch:52/106 Train Loss:0.2652
Epoch:67/80 Batch:53/106 Train Loss:0.2058
Epoch:67/80 Batch:54/106 Train Loss:0.2121
Epoch:67/80 Batch:55/106 Train Loss:0.1445
Epoch:67/80 Batch:56/106 Train Loss:0.1263
Epoch:67/80 Batch:57/106 Train Loss:0.1129
Epoch:67/80 Batch:58/106 Train Loss:0.2546
Epoch:67/80 Batch:59/106 Train Loss:0.1073
Epoch:67/80 Batch:60/106 Train Loss:0.3186
Epoch:67/80 Batch:61/106 Train Loss:0.2482
Epoch:67/80 Batch:62/106 Train Loss:0.2638
Epoch:67/80 Batch:63/106 Train Loss:0.1870
Epoch:67/80 Batch:64/106 Train Loss:0.2964
Epoch:67/80 Batch:65/106 Train Loss:0.1820
Epoch:67/80 Batch:66/106 Train Loss:0.0648
Epoch:67/80 Batch:67/106 Train Loss:0.1711
Epoch:67/80 Batch:68/106 Train Loss:0.0949
Epoch:67/80 Batch:69/106 Train Loss:0.1810
Epoch:67/80 Batch:70/106 Train Loss:0.1537
Epoch:67/80 Batch:71/106 Train Loss:0.1991
Epoch:67/80 Batch:72/106 Train Loss:0.5639
Epoch:67/80 Batch:73/106 Train Loss:0.1004
Epoch:67/80 Batch:74/106 Train Loss:0.2297
Epoch:67/80 Batch:75/106 Train Loss:0.2542
Epoch:67/80 Batch:76/106 Train Loss:0.2048
Epoch:67/80 Batch:77/106 Train Loss:0.3794
Epoch:67/80 Batch:78/106 Train Loss:0.1333
Epoch:67/80 Batch:79/106 Train Loss:0.2891
Epoch:67/80 Batch:80/106 Train Loss:0.2044
Epoch:67/80 Batch:81/106 Train Loss:0.1574
Epoch:67/80 Batch:82/106 Train Loss:0.1698
Epoch:67/80 Batch:83/106 Train Loss:0.1708
Epoch:67/80 Batch:84/106 Train Loss:0.3342
Epoch:67/80 Batch:85/106 Train Loss:0.3421
Epoch:67/80 Batch:86/106 Train Loss:0.1593
Epoch:67/80 Batch:87/106 Train Loss:0.1250
Epoch:67/80 Batch:88/106 Train Loss:0.3120
Epoch:67/80 Batch:89/106 Train Loss:0.4317
Epoch:67/80 Batch:90/106 Train Loss:0.2383
Epoch:67/80 Batch:91/106 Train Loss:0.1788
Epoch:67/80 Batch:92/106 Train Loss:0.1868
Epoch:67/80 Batch:93/106 Train Loss:0.1633
Epoch:67/80 Batch:94/106 Train Loss:0.1477
Epoch:67/80 Batch:95/106 Train Loss:0.2595
Epoch:67/80 Batch:96/106 Train Loss:0.2249
Epoch:67/80 Batch:97/106 Train Loss:0.3708
Epoch:67/80 Batch:98/106 Train Loss:0.1832
Epoch:67/80 Batch:99/106 Train Loss:0.1708
Epoch:67/80 Batch:100/106 Train Loss:0.3391
Epoch:67/80 Batch:101/106 Train Loss:0.1270
Epoch:67/80 Batch:102/106 Train Loss:0.1960
Epoch:67/80 Batch:103/106 Train Loss:0.1869
Epoch:67/80 Batch:104/106 Train Loss:0.1839
Epoch:67/80 Batch:105/106 Train Loss:0.2543
Epoch:67/80 Batch:106/106 Train Loss:1.1705
Epoch:68/80 Batch:1/106 Train Loss:0.2875
Epoch:68/80 Batch:2/106 Train Loss:0.1845
Epoch:68/80 Batch:3/106 Train Loss:0.2192
Epoch:68/80 Batch:4/106 Train Loss:0.1620
Epoch:68/80 Batch:5/106 Train Loss:0.1829
Epoch:68/80 Batch:6/106 Train Loss:0.3697
Epoch:68/80 Batch:7/106 Train Loss:0.2083
Epoch:68/80 Batch:8/106 Train Loss:0.3014
Epoch:68/80 Batch:9/106 Train Loss:0.3191
Epoch:68/80 Batch:10/106 Train Loss:0.2619
Epoch:68/80 Batch:11/106 Train Loss:0.1930
Epoch:68/80 Batch:12/106 Train Loss:0.0683
Epoch:68/80 Batch:13/106 Train Loss:0.2500
Epoch:68/80 Batch:14/106 Train Loss:0.3513
Epoch:68/80 Batch:15/106 Train Loss:0.3903
Epoch:68/80 Batch:16/106 Train Loss:0.2525
Epoch:68/80 Batch:17/106 Train Loss:0.2612
Epoch:68/80 Batch:18/106 Train Loss:0.2065
Epoch:68/80 Batch:19/106 Train Loss:0.1644
Epoch:68/80 Batch:20/106 Train Loss:0.1756
Epoch:68/80 Batch:21/106 Train Loss:0.2982
Epoch:68/80 Batch:22/106 Train Loss:0.2631
Epoch:68/80 Batch:23/106 Train Loss:0.2639
Epoch:68/80 Batch:24/106 Train Loss:0.2250
Epoch:68/80 Batch:25/106 Train Loss:0.3175
Epoch:68/80 Batch:26/106 Train Loss:0.1451
Epoch:68/80 Batch:27/106 Train Loss:0.1950
Epoch:68/80 Batch:28/106 Train Loss:0.2271
Epoch:68/80 Batch:29/106 Train Loss:0.2202
Epoch:68/80 Batch:30/106 Train Loss:0.1502
Epoch:68/80 Batch:31/106 Train Loss:0.2717
Epoch:68/80 Batch:32/106 Train Loss:0.2569
Epoch:68/80 Batch:33/106 Train Loss:0.4485
Epoch:68/80 Batch:34/106 Train Loss:0.2687
Epoch:68/80 Batch:35/106 Train Loss:0.2577
Epoch:68/80 Batch:36/106 Train Loss:0.1658
Epoch:68/80 Batch:37/106 Train Loss:0.2935
Epoch:68/80 Batch:38/106 Train Loss:0.2498
Epoch:68/80 Batch:39/106 Train Loss:0.2810
Epoch:68/80 Batch:40/106 Train Loss:0.3948
Epoch:68/80 Batch:41/106 Train Loss:0.3486
Epoch:68/80 Batch:42/106 Train Loss:0.0920
Epoch:68/80 Batch:43/106 Train Loss:0.2375
Epoch:68/80 Batch:44/106 Train Loss:0.2919
Epoch:68/80 Batch:45/106 Train Loss:0.1363
Epoch:68/80 Batch:46/106 Train Loss:0.1606
Epoch:68/80 Batch:47/106 Train Loss:0.2177
Epoch:68/80 Batch:48/106 Train Loss:0.1337
Epoch:68/80 Batch:49/106 Train Loss:0.1751
Epoch:68/80 Batch:50/106 Train Loss:0.3128
Epoch:68/80 Batch:51/106 Train Loss:0.0895
Epoch:68/80 Batch:52/106 Train Loss:0.1865
Epoch:68/80 Batch:53/106 Train Loss:0.2022
Epoch:68/80 Batch:54/106 Train Loss:0.1659
Epoch:68/80 Batch:55/106 Train Loss:0.1126
Epoch:68/80 Batch:56/106 Train Loss:0.1374
Epoch:68/80 Batch:57/106 Train Loss:0.3100
Epoch:68/80 Batch:58/106 Train Loss:0.1849
Epoch:68/80 Batch:59/106 Train Loss:0.2235
Epoch:68/80 Batch:60/106 Train Loss:0.2398
Epoch:68/80 Batch:61/106 Train Loss:0.1168
Epoch:68/80 Batch:62/106 Train Loss:0.1762
Epoch:68/80 Batch:63/106 Train Loss:0.2741
Epoch:68/80 Batch:64/106 Train Loss:0.1625
Epoch:68/80 Batch:65/106 Train Loss:0.2935
Epoch:68/80 Batch:66/106 Train Loss:0.3469
Epoch:68/80 Batch:67/106 Train Loss:0.2003
Epoch:68/80 Batch:68/106 Train Loss:0.1204
Epoch:68/80 Batch:69/106 Train Loss:0.1476
Epoch:68/80 Batch:70/106 Train Loss:0.2435
Epoch:68/80 Batch:71/106 Train Loss:0.3036
Epoch:68/80 Batch:72/106 Train Loss:0.2558
Epoch:68/80 Batch:73/106 Train Loss:0.3257
Epoch:68/80 Batch:74/106 Train Loss:0.3820
Epoch:68/80 Batch:75/106 Train Loss:0.2704
Epoch:68/80 Batch:76/106 Train Loss:0.3559
Epoch:68/80 Batch:77/106 Train Loss:0.3998
Epoch:68/80 Batch:78/106 Train Loss:0.3294
Epoch:68/80 Batch:79/106 Train Loss:0.2391
Epoch:68/80 Batch:80/106 Train Loss:0.2471
Epoch:68/80 Batch:81/106 Train Loss:0.1905
Epoch:68/80 Batch:82/106 Train Loss:0.4561
Epoch:68/80 Batch:83/106 Train Loss:0.2071
Epoch:68/80 Batch:84/106 Train Loss:0.1524
Epoch:68/80 Batch:85/106 Train Loss:0.2752
Epoch:68/80 Batch:86/106 Train Loss:0.1470
Epoch:68/80 Batch:87/106 Train Loss:0.2664
Epoch:68/80 Batch:88/106 Train Loss:0.3499
Epoch:68/80 Batch:89/106 Train Loss:0.4005
Epoch:68/80 Batch:90/106 Train Loss:0.2935
Epoch:68/80 Batch:91/106 Train Loss:0.3556
Epoch:68/80 Batch:92/106 Train Loss:0.2482
Epoch:68/80 Batch:93/106 Train Loss:0.2214
Epoch:68/80 Batch:94/106 Train Loss:0.1778
Epoch:68/80 Batch:95/106 Train Loss:0.2950
Epoch:68/80 Batch:96/106 Train Loss:0.2349
Epoch:68/80 Batch:97/106 Train Loss:0.2391
Epoch:68/80 Batch:98/106 Train Loss:0.2318
Epoch:68/80 Batch:99/106 Train Loss:0.2376
Epoch:68/80 Batch:100/106 Train Loss:0.2263
Epoch:68/80 Batch:101/106 Train Loss:0.1295
Epoch:68/80 Batch:102/106 Train Loss:0.2609
Epoch:68/80 Batch:103/106 Train Loss:0.1590
Epoch:68/80 Batch:104/106 Train Loss:0.2397
Epoch:68/80 Batch:105/106 Train Loss:0.1281
Epoch:68/80 Batch:106/106 Train Loss:1.6135
Epoch:69/80 Batch:1/106 Train Loss:0.1612
Epoch:69/80 Batch:2/106 Train Loss:0.1021
Epoch:69/80 Batch:3/106 Train Loss:0.3062
Epoch:69/80 Batch:4/106 Train Loss:0.1524
Epoch:69/80 Batch:5/106 Train Loss:0.1176
Epoch:69/80 Batch:6/106 Train Loss:0.3477
Epoch:69/80 Batch:7/106 Train Loss:0.2822
Epoch:69/80 Batch:8/106 Train Loss:0.2958
Epoch:69/80 Batch:9/106 Train Loss:0.1228
Epoch:69/80 Batch:10/106 Train Loss:0.2689
Epoch:69/80 Batch:11/106 Train Loss:0.2140
Epoch:69/80 Batch:12/106 Train Loss:0.1574
Epoch:69/80 Batch:13/106 Train Loss:0.2172
Epoch:69/80 Batch:14/106 Train Loss:0.3736
Epoch:69/80 Batch:15/106 Train Loss:0.0858
Epoch:69/80 Batch:16/106 Train Loss:0.1416
Epoch:69/80 Batch:17/106 Train Loss:0.2091
Epoch:69/80 Batch:18/106 Train Loss:0.1944
Epoch:69/80 Batch:19/106 Train Loss:0.1221
Epoch:69/80 Batch:20/106 Train Loss:0.2319
Epoch:69/80 Batch:21/106 Train Loss:0.0946
Epoch:69/80 Batch:22/106 Train Loss:0.2908
Epoch:69/80 Batch:23/106 Train Loss:0.3716
Epoch:69/80 Batch:24/106 Train Loss:0.1810
Epoch:69/80 Batch:25/106 Train Loss:0.1912
Epoch:69/80 Batch:26/106 Train Loss:0.1909
Epoch:69/80 Batch:27/106 Train Loss:0.1967
Epoch:69/80 Batch:28/106 Train Loss:0.2829
Epoch:69/80 Batch:29/106 Train Loss:0.1729
Epoch:69/80 Batch:30/106 Train Loss:0.1934
Epoch:69/80 Batch:31/106 Train Loss:0.2483
Epoch:69/80 Batch:32/106 Train Loss:0.1532
Epoch:69/80 Batch:33/106 Train Loss:0.1768
Epoch:69/80 Batch:34/106 Train Loss:0.1187
Epoch:69/80 Batch:35/106 Train Loss:0.2469
Epoch:69/80 Batch:36/106 Train Loss:0.2000
Epoch:69/80 Batch:37/106 Train Loss:0.1947
Epoch:69/80 Batch:38/106 Train Loss:0.2495
Epoch:69/80 Batch:39/106 Train Loss:0.3795
Epoch:69/80 Batch:40/106 Train Loss:0.2053
Epoch:69/80 Batch:41/106 Train Loss:0.1512
Epoch:69/80 Batch:42/106 Train Loss:0.4036
Epoch:69/80 Batch:43/106 Train Loss:0.1181
Epoch:69/80 Batch:44/106 Train Loss:0.1511
Epoch:69/80 Batch:45/106 Train Loss:0.2420
Epoch:69/80 Batch:46/106 Train Loss:0.1435
Epoch:69/80 Batch:47/106 Train Loss:0.1831
Epoch:69/80 Batch:48/106 Train Loss:0.3214
Epoch:69/80 Batch:49/106 Train Loss:0.1803
Epoch:69/80 Batch:50/106 Train Loss:0.1969
Epoch:69/80 Batch:51/106 Train Loss:0.2118
Epoch:69/80 Batch:52/106 Train Loss:0.2184
Epoch:69/80 Batch:53/106 Train Loss:0.1197
Epoch:69/80 Batch:54/106 Train Loss:0.2505
Epoch:69/80 Batch:55/106 Train Loss:0.1950
Epoch:69/80 Batch:56/106 Train Loss:0.1627
Epoch:69/80 Batch:57/106 Train Loss:0.6273
Epoch:69/80 Batch:58/106 Train Loss:0.1921
Epoch:69/80 Batch:59/106 Train Loss:0.1558
Epoch:69/80 Batch:60/106 Train Loss:0.1702
Epoch:69/80 Batch:61/106 Train Loss:0.2200
Epoch:69/80 Batch:62/106 Train Loss:0.1656
Epoch:69/80 Batch:63/106 Train Loss:0.1576
Epoch:69/80 Batch:64/106 Train Loss:0.1784
Epoch:69/80 Batch:65/106 Train Loss:0.1143
Epoch:69/80 Batch:66/106 Train Loss:0.3007
Epoch:69/80 Batch:67/106 Train Loss:0.1933
Epoch:69/80 Batch:68/106 Train Loss:0.3346
Epoch:69/80 Batch:69/106 Train Loss:0.3844
Epoch:69/80 Batch:70/106 Train Loss:0.3206
Epoch:69/80 Batch:71/106 Train Loss:0.2851
Epoch:69/80 Batch:72/106 Train Loss:0.0979
Epoch:69/80 Batch:73/106 Train Loss:0.3463
Epoch:69/80 Batch:74/106 Train Loss:0.2819
Epoch:69/80 Batch:75/106 Train Loss:0.3261
Epoch:69/80 Batch:76/106 Train Loss:0.3844
Epoch:69/80 Batch:77/106 Train Loss:0.1592
Epoch:69/80 Batch:78/106 Train Loss:0.1793
Epoch:69/80 Batch:79/106 Train Loss:0.2704
Epoch:69/80 Batch:80/106 Train Loss:0.1532
Epoch:69/80 Batch:81/106 Train Loss:0.2860
Epoch:69/80 Batch:82/106 Train Loss:0.4131
Epoch:69/80 Batch:83/106 Train Loss:0.1591
Epoch:69/80 Batch:84/106 Train Loss:0.1060
Epoch:69/80 Batch:85/106 Train Loss:0.2515
Epoch:69/80 Batch:86/106 Train Loss:0.1252
Epoch:69/80 Batch:87/106 Train Loss:0.1450
Epoch:69/80 Batch:88/106 Train Loss:0.1539
Epoch:69/80 Batch:89/106 Train Loss:0.4025
Epoch:69/80 Batch:90/106 Train Loss:0.2635
Epoch:69/80 Batch:91/106 Train Loss:0.2837
Epoch:69/80 Batch:92/106 Train Loss:0.2338
Epoch:69/80 Batch:93/106 Train Loss:0.1744
Epoch:69/80 Batch:94/106 Train Loss:0.2957
Epoch:69/80 Batch:95/106 Train Loss:0.1673
Epoch:69/80 Batch:96/106 Train Loss:0.0958
Epoch:69/80 Batch:97/106 Train Loss:0.3529
Epoch:69/80 Batch:98/106 Train Loss:0.1711
Epoch:69/80 Batch:99/106 Train Loss:0.2625
Epoch:69/80 Batch:100/106 Train Loss:0.1441
Epoch:69/80 Batch:101/106 Train Loss:0.1801
Epoch:69/80 Batch:102/106 Train Loss:0.1895
Epoch:69/80 Batch:103/106 Train Loss:0.1582
Epoch:69/80 Batch:104/106 Train Loss:0.3880
Epoch:69/80 Batch:105/106 Train Loss:0.2451
Epoch:69/80 Batch:106/106 Train Loss:2.6252
Epoch:70/80 Batch:1/106 Train Loss:0.3227
Epoch:70/80 Batch:2/106 Train Loss:0.1690
Epoch:70/80 Batch:3/106 Train Loss:0.1851
Epoch:70/80 Batch:4/106 Train Loss:0.2662
Epoch:70/80 Batch:5/106 Train Loss:0.1440
Epoch:70/80 Batch:6/106 Train Loss:0.1157
Epoch:70/80 Batch:7/106 Train Loss:0.2138
Epoch:70/80 Batch:8/106 Train Loss:0.2463
Epoch:70/80 Batch:9/106 Train Loss:0.0930
Epoch:70/80 Batch:10/106 Train Loss:0.2161
Epoch:70/80 Batch:11/106 Train Loss:0.2992
Epoch:70/80 Batch:12/106 Train Loss:0.2486
Epoch:70/80 Batch:13/106 Train Loss:0.1997
Epoch:70/80 Batch:14/106 Train Loss:0.2046
Epoch:70/80 Batch:15/106 Train Loss:0.1629
Epoch:70/80 Batch:16/106 Train Loss:0.2230
Epoch:70/80 Batch:17/106 Train Loss:0.1566
Epoch:70/80 Batch:18/106 Train Loss:0.2430
Epoch:70/80 Batch:19/106 Train Loss:0.1893
Epoch:70/80 Batch:20/106 Train Loss:0.1578
Epoch:70/80 Batch:21/106 Train Loss:0.1834
Epoch:70/80 Batch:22/106 Train Loss:0.2004
Epoch:70/80 Batch:23/106 Train Loss:0.2892
Epoch:70/80 Batch:24/106 Train Loss:0.1343
Epoch:70/80 Batch:25/106 Train Loss:0.2225
Epoch:70/80 Batch:26/106 Train Loss:0.2444
Epoch:70/80 Batch:27/106 Train Loss:0.2330
Epoch:70/80 Batch:28/106 Train Loss:0.2011
Epoch:70/80 Batch:29/106 Train Loss:0.1639
Epoch:70/80 Batch:30/106 Train Loss:0.1597
Epoch:70/80 Batch:31/106 Train Loss:0.0498
Epoch:70/80 Batch:32/106 Train Loss:0.3033
Epoch:70/80 Batch:33/106 Train Loss:0.2457
Epoch:70/80 Batch:34/106 Train Loss:0.1483
Epoch:70/80 Batch:35/106 Train Loss:0.2932
Epoch:70/80 Batch:36/106 Train Loss:0.1531
Epoch:70/80 Batch:37/106 Train Loss:0.4699
Epoch:70/80 Batch:38/106 Train Loss:0.1512
Epoch:70/80 Batch:39/106 Train Loss:0.1122
Epoch:70/80 Batch:40/106 Train Loss:0.1264
Epoch:70/80 Batch:41/106 Train Loss:0.4341
Epoch:70/80 Batch:42/106 Train Loss:0.2227
Epoch:70/80 Batch:43/106 Train Loss:0.2163
Epoch:70/80 Batch:44/106 Train Loss:0.0648
Epoch:70/80 Batch:45/106 Train Loss:0.2813
Epoch:70/80 Batch:46/106 Train Loss:0.1424
Epoch:70/80 Batch:47/106 Train Loss:0.2316
Epoch:70/80 Batch:48/106 Train Loss:0.1807
Epoch:70/80 Batch:49/106 Train Loss:0.1781
Epoch:70/80 Batch:50/106 Train Loss:0.2103
Epoch:70/80 Batch:51/106 Train Loss:0.1712
Epoch:70/80 Batch:52/106 Train Loss:0.1379
Epoch:70/80 Batch:53/106 Train Loss:0.2691
Epoch:70/80 Batch:54/106 Train Loss:0.1244
Epoch:70/80 Batch:55/106 Train Loss:0.1912
Epoch:70/80 Batch:56/106 Train Loss:0.1031
Epoch:70/80 Batch:57/106 Train Loss:0.2428
Epoch:70/80 Batch:58/106 Train Loss:0.2829
Epoch:70/80 Batch:59/106 Train Loss:0.2877
Epoch:70/80 Batch:60/106 Train Loss:0.1581
Epoch:70/80 Batch:61/106 Train Loss:0.1600
Epoch:70/80 Batch:62/106 Train Loss:0.1399
Epoch:70/80 Batch:63/106 Train Loss:0.2214
Epoch:70/80 Batch:64/106 Train Loss:0.1323
Epoch:70/80 Batch:65/106 Train Loss:0.2679
Epoch:70/80 Batch:66/106 Train Loss:0.1389
Epoch:70/80 Batch:67/106 Train Loss:0.1284
Epoch:70/80 Batch:68/106 Train Loss:0.2597
Epoch:70/80 Batch:69/106 Train Loss:0.0958
Epoch:70/80 Batch:70/106 Train Loss:0.3167
Epoch:70/80 Batch:71/106 Train Loss:0.1424
Epoch:70/80 Batch:72/106 Train Loss:0.2717
Epoch:70/80 Batch:73/106 Train Loss:0.1090
Epoch:70/80 Batch:74/106 Train Loss:0.3057
Epoch:70/80 Batch:75/106 Train Loss:0.1192
Epoch:70/80 Batch:76/106 Train Loss:0.2128
Epoch:70/80 Batch:77/106 Train Loss:0.2224
Epoch:70/80 Batch:78/106 Train Loss:0.3118
Epoch:70/80 Batch:79/106 Train Loss:0.0979
Epoch:70/80 Batch:80/106 Train Loss:0.2454
Epoch:70/80 Batch:81/106 Train Loss:0.2461
Epoch:70/80 Batch:82/106 Train Loss:0.1355
Epoch:70/80 Batch:83/106 Train Loss:0.1476
Epoch:70/80 Batch:84/106 Train Loss:0.1566
Epoch:70/80 Batch:85/106 Train Loss:0.2562
Epoch:70/80 Batch:86/106 Train Loss:0.0947
Epoch:70/80 Batch:87/106 Train Loss:0.2147
Epoch:70/80 Batch:88/106 Train Loss:0.1067
Epoch:70/80 Batch:89/106 Train Loss:0.1578
Epoch:70/80 Batch:90/106 Train Loss:0.1814
Epoch:70/80 Batch:91/106 Train Loss:0.1717
Epoch:70/80 Batch:92/106 Train Loss:0.1522
Epoch:70/80 Batch:93/106 Train Loss:0.2779
Epoch:70/80 Batch:94/106 Train Loss:0.2714
Epoch:70/80 Batch:95/106 Train Loss:0.2436
Epoch:70/80 Batch:96/106 Train Loss:0.3437
Epoch:70/80 Batch:97/106 Train Loss:0.1923
Epoch:70/80 Batch:98/106 Train Loss:0.1311
Epoch:70/80 Batch:99/106 Train Loss:0.1421
Epoch:70/80 Batch:100/106 Train Loss:0.1478
Epoch:70/80 Batch:101/106 Train Loss:0.2762
Epoch:70/80 Batch:102/106 Train Loss:0.1892
Epoch:70/80 Batch:103/106 Train Loss:0.1963
Epoch:70/80 Batch:104/106 Train Loss:0.2148
Epoch:70/80 Batch:105/106 Train Loss:0.2167
Epoch:70/80 Batch:106/106 Train Loss:1.0529
Epoch:71/80 Batch:1/106 Train Loss:0.2080
Epoch:71/80 Batch:2/106 Train Loss:0.1912
Epoch:71/80 Batch:3/106 Train Loss:0.2367
Epoch:71/80 Batch:4/106 Train Loss:0.2470
Epoch:71/80 Batch:5/106 Train Loss:0.2108
Epoch:71/80 Batch:6/106 Train Loss:0.1305
Epoch:71/80 Batch:7/106 Train Loss:0.3319
Epoch:71/80 Batch:8/106 Train Loss:0.3215
Epoch:71/80 Batch:9/106 Train Loss:0.2781
Epoch:71/80 Batch:10/106 Train Loss:0.3072
Epoch:71/80 Batch:11/106 Train Loss:0.1980
Epoch:71/80 Batch:12/106 Train Loss:0.2381
Epoch:71/80 Batch:13/106 Train Loss:0.1639
Epoch:71/80 Batch:14/106 Train Loss:0.2122
Epoch:71/80 Batch:15/106 Train Loss:0.1235
Epoch:71/80 Batch:16/106 Train Loss:0.2475
Epoch:71/80 Batch:17/106 Train Loss:0.1259
Epoch:71/80 Batch:18/106 Train Loss:0.2743
Epoch:71/80 Batch:19/106 Train Loss:0.3122
Epoch:71/80 Batch:20/106 Train Loss:0.2556
Epoch:71/80 Batch:21/106 Train Loss:0.1291
Epoch:71/80 Batch:22/106 Train Loss:0.2524
Epoch:71/80 Batch:23/106 Train Loss:0.1892
Epoch:71/80 Batch:24/106 Train Loss:0.3277
Epoch:71/80 Batch:25/106 Train Loss:0.1621
Epoch:71/80 Batch:26/106 Train Loss:0.1766
Epoch:71/80 Batch:27/106 Train Loss:0.1791
Epoch:71/80 Batch:28/106 Train Loss:0.2740
Epoch:71/80 Batch:29/106 Train Loss:0.1835
Epoch:71/80 Batch:30/106 Train Loss:0.1622
Epoch:71/80 Batch:31/106 Train Loss:0.1542
Epoch:71/80 Batch:32/106 Train Loss:0.1189
Epoch:71/80 Batch:33/106 Train Loss:0.3670
Epoch:71/80 Batch:34/106 Train Loss:0.2790
Epoch:71/80 Batch:35/106 Train Loss:0.2976
Epoch:71/80 Batch:36/106 Train Loss:0.0941
Epoch:71/80 Batch:37/106 Train Loss:0.1164
Epoch:71/80 Batch:38/106 Train Loss:0.2606
Epoch:71/80 Batch:39/106 Train Loss:0.0878
Epoch:71/80 Batch:40/106 Train Loss:0.1040
Epoch:71/80 Batch:41/106 Train Loss:0.2525
Epoch:71/80 Batch:42/106 Train Loss:0.2168
Epoch:71/80 Batch:43/106 Train Loss:0.1537
Epoch:71/80 Batch:44/106 Train Loss:0.1375
Epoch:71/80 Batch:45/106 Train Loss:0.1303
Epoch:71/80 Batch:46/106 Train Loss:0.1825
Epoch:71/80 Batch:47/106 Train Loss:0.1551
Epoch:71/80 Batch:48/106 Train Loss:0.0805
Epoch:71/80 Batch:49/106 Train Loss:0.0602
Epoch:71/80 Batch:50/106 Train Loss:0.1567
Epoch:71/80 Batch:51/106 Train Loss:0.1899
Epoch:71/80 Batch:52/106 Train Loss:0.2269
Epoch:71/80 Batch:53/106 Train Loss:0.1173
Epoch:71/80 Batch:54/106 Train Loss:0.1661
Epoch:71/80 Batch:55/106 Train Loss:0.2009
Epoch:71/80 Batch:56/106 Train Loss:0.1256
Epoch:71/80 Batch:57/106 Train Loss:0.1836
Epoch:71/80 Batch:58/106 Train Loss:0.2887
